Unnamed: 0,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
14710,23,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0
28131,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,70,United-States,0
26062,23,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,40,United-States,0
22908,30,Private,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,45,United-States,0
26088,17,Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,Black,Female,15,United-States,0
31334,53,Private,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,40,United-States,0
17494,70,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,0
11680,41,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
14291,40,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,40,United-States,0
14439,28,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0
11937,46,Private,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,40,Dominican-Republic,0
11708,20,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
31563,36,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,0
5616,28,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,25,United-States,0
29380,25,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
29605,61,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,0
21972,70,Private,Some-college,10,Widowed,Sales,Not-in-family,White,Female,34,United-States,0
21161,29,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Germany,0
22188,39,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0
3860,43,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
26810,49,State-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1
26091,27,Private,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,40,Philippines,0
7692,26,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
15570,42,Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,40,United-States,0
31891,59,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
15229,53,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
3471,31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0
9257,19,Without-pay,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,20,United-States,0
2375,20,Private,HS-grad,9,Divorced,Sales,Not-in-family,Black,Female,40,United-States,0
3796,65,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,10,United-States,0
6461,70,Local-gov,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,17,United-States,0
22423,17,Private,10th,6,Never-married,Other-service,Own-child,White,Male,8,United-States,0
28579,43,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,40,Haiti,0
4445,57,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
6692,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,14,United-States,0
24988,43,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,United-States,0
10442,20,Private,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,40,Mexico,0
6777,29,State-gov,Some-college,10,Never-married,Other-service,Unmarried,White,Female,40,United-States,0
26240,46,Private,7th-8th,4,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,45,United-States,0
2225,23,State-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,22,United-States,0
2493,18,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,20,United-States,0
20786,50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
21053,31,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0
6340,42,Private,Some-college,10,Divorced,Exec-managerial,Own-child,White,Female,40,United-States,0
5200,43,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,1
19210,18,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,0
29663,61,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
21090,76,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,15,United-States,0
10183,21,Self-emp-not-inc,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,0
8516,18,Private,9th,5,Never-married,Sales,Own-child,Other,Female,32,United-States,0
32353,36,Private,10th,6,Divorced,Transport-moving,Unmarried,White,Male,48,United-States,0
6577,41,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0
15416,32,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
29932,51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
18469,17,Private,10th,6,Never-married,Other-service,Own-child,White,Male,10,United-States,0
17100,40,Private,10th,6,Separated,Transport-moving,Own-child,White,Male,35,United-States,0
27913,24,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,25,United-States,0
25768,19,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,35,United-States,0
3367,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0
24653,36,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Unmarried,White,Female,50,United-States,0
20472,28,Private,HS-grad,9,Never-married,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0
12921,29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0
25201,39,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
2367,34,Self-emp-inc,Masters,14,Separated,Prof-specialty,Not-in-family,White,Female,40,United-States,1
3629,32,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,0
16034,37,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
23116,31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,40,Germany,0
3030,60,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States,0
6625,72,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,United-States,1
30799,43,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,70,United-States,1
26997,22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,20,United-States,0
24387,38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
25350,25,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,35,Taiwan,0
29969,48,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,32,Columbia,0
5861,66,Self-emp-inc,10th,6,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,0
27713,45,Private,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,35,United-States,0
8300,25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
25445,57,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
12539,60,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
21451,53,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,1
23962,41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
20764,30,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
14609,48,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
5357,36,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,20,United-States,0
32165,51,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,12,United-States,0
5897,19,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,30,United-States,0
31926,29,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0
12493,35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
19406,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
19410,33,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
27645,59,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
10606,50,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
4618,27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
26111,25,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
7608,22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
17489,61,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,United-States,1
27361,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,35,United-States,0
32157,45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,0
26843,47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1
10653,38,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
21475,56,Self-emp-not-inc,11th,7,Widowed,Other-service,Unmarried,White,Female,65,Greece,1
26766,49,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0
12520,22,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Male,80,United-States,0
6508,35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
20647,38,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0
1720,31,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
17747,38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
3234,34,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,35,United-States,0
25239,18,Self-emp-not-inc,11th,7,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
24518,38,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,8,United-States,0
23037,20,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,47,United-States,0
16220,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
1052,30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
6041,26,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,48,United-States,0
27912,25,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
19681,31,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,0
20378,31,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
23938,60,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
28041,48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,50,United-States,0
18251,61,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
21880,24,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Female,40,United-States,0
22929,37,Private,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0
1839,45,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines,0
12712,27,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,1
5770,24,Private,Some-college,10,Never-married,Sales,Other-relative,Black,Female,40,United-States,0
27824,42,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,45,United-States,0
23499,37,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
14520,18,Private,9th,5,Never-married,Machine-op-inspct,Own-child,White,Male,40,Mexico,0
715,31,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,40,United-States,0
20096,28,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
26774,37,Private,1st-4th,2,Never-married,Other-service,Unmarried,White,Female,48,El-Salvador,0
27249,28,Private,Some-college,10,Never-married,Tech-support,Own-child,Black,Male,24,United-States,0
4962,31,Private,Assoc-acdm,12,Never-married,Craft-repair,Own-child,Other,Male,50,United-States,0
15492,44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0
9779,42,Private,Some-college,10,Separated,Other-service,Unmarried,Black,Female,21,Haiti,0
11626,18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0
4376,67,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
30073,17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,18,United-States,0
13440,22,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,20,United-States,0
599,49,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,0
28408,27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
18917,47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
7730,43,Private,1st-4th,2,Widowed,Prof-specialty,Unmarried,White,Female,21,Mexico,0
3410,42,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
19826,21,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,30,United-States,0
7192,44,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Male,40,United-States,0
8149,22,Private,10th,6,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,84,United-States,0
16876,37,Private,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,0
7206,25,Private,7th-8th,4,Never-married,Sales,Other-relative,White,Male,45,Guatemala,0
16624,33,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,Other,Female,65,United-States,0
22967,25,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,40,United-States,0
19384,44,Local-gov,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,44,United-States,0
12824,36,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,20,United-States,0
9639,46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
29134,47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
22871,40,Local-gov,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,42,United-States,0
22503,59,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,22,United-States,1
13992,31,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0
13241,41,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
7086,19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,20,United-States,0
29009,37,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
28878,20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,0
2352,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
6886,56,Private,7th-8th,4,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,0
16326,50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Philippines,1
21738,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,19,United-States,0
28940,46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
21004,47,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,0
21755,24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,32,United-States,0
32370,53,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,Philippines,1
20666,38,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,56,United-States,0
32239,36,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,38,United-States,0
2860,47,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
12607,17,Private,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,40,United-States,0
14529,57,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
11871,40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,0
28486,24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0
21990,51,Private,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,0
9311,52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
16521,44,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,0
16113,54,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
22950,20,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,10,United-States,0
25405,63,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0
17343,38,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,75,United-States,0
31045,39,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,60,United-States,0
5677,32,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,44,United-States,0
25245,24,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0
13832,53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Puerto-Rico,0
7552,35,Private,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,42,United-States,0
25943,19,Private,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,36,Hong,0
23008,59,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
11850,42,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
28723,37,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
9370,36,Private,12th,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
13061,40,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0
26315,30,Self-emp-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,0
27628,44,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0
25935,30,Self-emp-not-inc,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,60,United-States,0
18196,33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Cuba,1
12219,58,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
15359,48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,44,United-States,0
4910,41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0
4704,60,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Female,15,Germany,1
3831,48,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
14991,39,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
21984,42,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,48,United-States,0
31860,21,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,40,United-States,0
20160,36,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
17372,32,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
15024,19,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Female,20,United-States,0
2258,29,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
30342,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
9168,38,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,1
2374,55,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,40,England,0
2913,30,Local-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
2609,45,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
11679,32,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,0
2749,20,Private,9th,5,Never-married,Machine-op-inspct,Own-child,White,Female,11,Nicaragua,0
29497,51,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
8109,20,Private,12th,8,Divorced,Other-service,Not-in-family,White,Female,10,United-States,0
26394,46,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,0
26462,60,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
8391,21,Local-gov,12th,8,Never-married,Other-service,Own-child,Black,Male,20,United-States,0
21463,47,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
17079,35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
32550,43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
9794,36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,1
30529,37,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,0
25064,37,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
1331,20,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
21852,31,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,91,United-States,0
16902,52,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,0
12144,45,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,55,United-States,0
14093,35,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,60,United-States,0
2338,23,Private,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,40,United-States,0
7868,49,State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
31682,52,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
2499,20,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Male,40,United-States,0
24928,45,Federal-gov,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0
10855,48,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,42,United-States,1
1958,26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0
9717,41,Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0
9043,21,Private,Some-college,10,Never-married,Priv-house-serv,Own-child,White,Female,40,United-States,0
11961,38,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,1
18072,33,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
16145,42,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,Ecuador,0
27066,30,Private,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,Black,Female,36,United-States,0
25503,48,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
25781,27,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,24,United-States,0
16498,52,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,50,United-States,0
9635,30,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,25,United-States,0
7298,21,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Own-child,White,Male,30,United-States,0
27987,52,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,0
16087,40,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,48,United-States,0
26734,30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,0
28077,34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
10519,25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0
24881,48,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
17739,42,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0
220,31,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0
9767,39,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,40,Germany,0
29472,49,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0
10993,23,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
29581,21,Private,Some-college,10,Never-married,Sales,Other-relative,White,Female,40,United-States,0
17503,36,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,37,United-States,0
26115,42,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0
16562,46,Private,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Mexico,0
11763,25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,43,United-States,0
3852,19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,United-States,0
21991,35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,0
15319,21,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
17700,32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
13414,46,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Germany,1
1042,43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
6202,37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
23045,34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
1090,41,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
27649,30,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,50,United-States,0
14268,28,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,30,United-States,0
26983,36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
